"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-SXM2-16GB (0)","void at::native::im2col_kernel_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float>*, int, float, at::native::im2col_kernel_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float>*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",70.468426%,70.468426%,70.468426%
"Tesla V100-SXM2-16GB (0)","void at::native::im2col_kernel_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float>*, int, float, at::native::im2col_kernel_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float>*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"achieved_occupancy","Achieved Occupancy",0.774130,0.774130,0.774130
"Tesla V100-SXM2-16GB (0)","void at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"issue_slot_utilization","Issue Slot Utilization",12.921184%,12.921184%,12.921184%
"Tesla V100-SXM2-16GB (0)","void at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.972139,0.972139,0.972139
"Tesla V100-SXM2-16GB (0)","void at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",0.349278%,0.349278%,0.349278%
"Tesla V100-SXM2-16GB (0)","void at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",3.185808%,3.185808%,3.185808%
"Tesla V100-SXM2-16GB (0)","void at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",90.645865%,90.645865%,90.645865%
"Tesla V100-SXM2-16GB (0)","void at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00002b52_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_fused_kernel_hfuse_lb_0<float, float, float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"achieved_occupancy","Achieved Occupancy",0.577931,0.577931,0.577931
"Tesla V100-SXM2-16GB (0)","_ZN2at6native77kernelHistogram1D_upsample_bilinear2d_out_frame_fused_kernel_hfuse_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"issue_slot_utilization","Issue Slot Utilization",37.647616%,37.647616%,37.647616%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native77kernelHistogram1D_upsample_bilinear2d_out_frame_fused_kernel_hfuse_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",3.143518,3.143518,3.143518
"Tesla V100-SXM2-16GB (0)","_ZN2at6native77kernelHistogram1D_upsample_bilinear2d_out_frame_fused_kernel_hfuse_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",3.198237%,3.198237%,3.198237%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native77kernelHistogram1D_upsample_bilinear2d_out_frame_fused_kernel_hfuse_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",28.480421%,28.480421%,28.480421%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native77kernelHistogram1D_upsample_bilinear2d_out_frame_fused_kernel_hfuse_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",44.633653%,44.633653%,44.633653%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native77kernelHistogram1D_upsample_bilinear2d_out_frame_fused_kernel_hfuse_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"achieved_occupancy","Achieved Occupancy",0.383837,0.383837,0.383837
"Tesla V100-SXM2-16GB (0)","_ZN2at6native65kernelHistogram1D_MaxPoolForward_fused_kernel_hfuse_lb_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"issue_slot_utilization","Issue Slot Utilization",25.301609%,25.301609%,25.301609%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native65kernelHistogram1D_MaxPoolForward_fused_kernel_hfuse_lb_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.539539,1.539539,1.539539
"Tesla V100-SXM2-16GB (0)","_ZN2at6native65kernelHistogram1D_MaxPoolForward_fused_kernel_hfuse_lb_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",4.480308%,4.480308%,4.480308%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native65kernelHistogram1D_MaxPoolForward_fused_kernel_hfuse_lb_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",28.623203%,28.623203%,28.623203%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native65kernelHistogram1D_MaxPoolForward_fused_kernel_hfuse_lb_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",53.105520%,53.105520%,53.105520%
"Tesla V100-SXM2-16GB (0)","_ZN2at6native65kernelHistogram1D_MaxPoolForward_fused_kernel_hfuse_lb_bar_sync_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"achieved_occupancy","Achieved Occupancy",0.427908,0.427908,0.427908
"Tesla V100-SXM2-16GB (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"issue_slot_utilization","Issue Slot Utilization",38.757151%,38.757151%,38.757151%
"Tesla V100-SXM2-16GB (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",3.902306,3.902306,3.902306
"Tesla V100-SXM2-16GB (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",4.596712%,4.596712%,4.596712%
"Tesla V100-SXM2-16GB (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",10.859858%,10.859858%,10.859858%
"Tesla V100-SXM2-16GB (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",72.325963%,72.325963%,72.325963%
"Tesla V100-SXM2-16GB (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_fused_kernel_hfuse_bar_sync_0<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"achieved_occupancy","Achieved Occupancy",0.742412,0.742412,0.742412
"Tesla V100-SXM2-16GB (0)","_ZN2at6native75kernelHistogram1D_batch_norm_collect_statistics_kernel_fused_kernel_vfuse_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZNS0_17_histc_cuda_fusedIffiEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_dEUllE_NS0_6InvStdEfffiEEvNS_4cuda6detail10TensorInfoIS9_T1_EESH_NSF_IT0_SG_EEiSI_SI_SG_T6_NS_20PackedTensorAccessorIT8_Lm3ENS_17RestrictPtrTraitsET11_EET10_SQ_NSL_IT9_Lm1ESN_SO_EESS_NSL_ISQ_Lm1ESN_SO_EEST_",1,"issue_slot_utilization","Issue Slot Utilization",43.132885%,43.132885%,43.132885%
